inspection_id,inspection_date,region,application,voltage_class,installation_year,cable_age_years,cable_length_km,rated_voltage_kV,soil_corrosivity_index,ambient_temp_C,humidity_percent,load_factor,overload_events_last_year,fault_history_count,maintenance_score,months_since_maintenance,partial_discharge_pC,insulation_resistance_MOhm,tan_delta,health_index,risk_level,replacement_urgency_years,xlpe_demand_tons
INS-01600,2024-06-21,UAE,Power Distribution (MV),EHV (>150kV),2023,2,9.38,220.0,0.834,39.1,42.1,0.633,0,1,1.0,7,0.81,5566.0,0.00282,100.0,Low,15.0,25.8
INS-01601,2024-07-11,Bahrain,Renewable Energy,LV (<1kV),2010,15,3.43,0.4,1.0,35.5,76.8,0.874,2,1,0.724,4,19.68,4174.0,0.00513,65.3,Medium,11.3,1.71
INS-01602,2025-01-29,Bahrain,Power Distribution (MV),HV (35-150kV),2016,9,8.71,66.0,0.916,32.5,55.5,0.701,0,1,0.74,2,4.94,5052.0,0.0045,91.7,Low,15.0,13.07
INS-01603,2025-02-04,Bahrain,Power Distribution (MV),MV (1-35kV),2011,14,6.11,11.0,0.776,38.8,55.2,0.697,0,2,0.633,1,17.64,4610.0,0.00624,71.0,Low,12.8,5.25
INS-01604,2025-01-12,Bahrain,Power Transmission (HV),LV (<1kV),2009,16,47.98,0.4,0.807,31.4,59.7,0.641,1,1,0.897,7,18.05,4256.0,0.00435,73.3,Low,11.5,23.67
INS-01605,2024-04-09,Bahrain,Construction/Building,MV (1-35kV),2006,19,0.55,11.0,1.0,44.9,47.8,0.78,1,2,0.668,17,19.73,3861.0,0.00512,56.1,Medium,12.6,0.48
INS-01606,2024-07-14,Bahrain,Power Transmission (HV),EHV (>150kV),2007,18,22.55,220.0,0.783,38.8,63.0,0.735,0,1,1.0,2,5.98,4073.0,0.00497,80.5,Low,12.7,71.52
INS-01607,2023-10-14,Bahrain,Industrial,LV (<1kV),2013,12,3.85,0.4,0.892,30.6,69.6,0.544,0,2,0.788,9,10.76,3899.0,0.00423,75.5,Low,14.7,1.57
INS-01608,2023-11-29,Bahrain,Power Distribution (MV),HV (35-150kV),2006,19,0.98,66.0,0.871,39.7,53.9,0.912,2,1,1.0,4,15.28,3446.0,0.00678,63.7,Medium,11.5,1.81
INS-01609,2025-02-09,Bahrain,Power Transmission (HV),LV (<1kV),2011,14,29.37,0.4,0.822,29.1,55.2,0.756,0,0,0.731,21,9.5,4278.0,0.0033,85.9,Low,13.5,12.92
INS-01610,2025-09-18,Bahrain,Power Distribution (MV),HV (35-150kV),2011,14,2.64,66.0,0.772,24.7,69.8,0.673,0,4,0.867,21,12.71,3383.0,0.00902,59.5,Medium,10.7,5.1
INS-01611,2025-02-25,Bahrain,Power Distribution (MV),HV (35-150kV),2016,9,1.7,66.0,0.713,37.4,65.1,0.877,2,1,0.619,11,13.46,5034.0,0.00268,82.5,Low,14.8,2.58
INS-01612,2023-10-19,Bahrain,Renewable Energy,MV (1-35kV),2001,24,4.04,11.0,0.738,39.7,63.9,0.648,1,1,1.0,28,26.2,4436.0,0.0074,61.2,Medium,10.6,3.92
INS-01613,2024-12-05,Bahrain,Renewable Energy,MV (1-35kV),2012,13,1.69,11.0,0.905,37.7,62.0,0.767,1,3,0.644,30,32.08,5046.0,0.00685,57.8,Medium,10.0,1.69
INS-01614,2024-12-11,Bahrain,Industrial,HV (35-150kV),1996,29,0.62,66.0,0.898,32.8,68.6,0.812,4,3,0.971,9,27.46,4040.0,0.01217,29.2,Critical,5.7,1.51
INS-01615,2023-08-24,Bahrain,Renewable Energy,HV (35-150kV),2013,12,2.52,66.0,0.909,29.0,76.5,0.855,1,3,1.0,9,6.78,5613.0,0.00544,80.5,Low,13.9,4.06
INS-01616,2023-05-16,Bahrain,Renewable Energy,MV (1-35kV),2016,9,0.19,11.0,0.899,30.3,58.5,0.798,1,0,0.88,21,0.93,4553.0,0.00339,96.0,Low,15.0,0.14
INS-01617,2024-02-24,Bahrain,Renewable Energy,MV (1-35kV),2006,19,2.62,11.0,0.847,33.8,53.1,0.811,3,3,0.837,1,17.28,3464.0,0.00933,46.3,High,8.0,2.88
INS-01618,2024-03-27,Bahrain,Telecommunications,HV (35-150kV),2000,25,2.62,66.0,0.817,29.9,62.8,0.714,3,0,0.904,30,12.7,3448.0,0.00777,58.4,Medium,12.3,4.64
INS-01619,2023-04-20,Bahrain,Power Distribution (MV),LV (<1kV),1999,26,7.49,0.4,1.0,37.4,47.7,0.841,3,6,0.609,9,38.41,3021.0,0.01324,3.2,Critical,0.6,5.87
INS-01620,2024-07-31,Bahrain,Renewable Energy,MV (1-35kV),2009,16,0.3,11.0,0.979,42.1,33.2,0.63,1,3,0.884,22,23.41,3571.0,0.00684,54.0,Medium,9.3,0.31
INS-01621,2024-12-22,Bahrain,Industrial,MV (1-35kV),2006,19,2.76,11.0,0.858,29.3,68.7,0.718,0,0,0.692,8,16.6,2836.0,0.00521,67.3,Medium,13.1,2.33
INS-01622,2025-03-09,Bahrain,Construction/Building,LV (<1kV),2009,16,1.39,0.4,0.99,46.1,69.4,0.641,1,2,0.816,25,12.22,3332.0,0.00564,62.9,Medium,14.2,0.59
INS-01623,2025-07-04,Bahrain,Industrial,MV (1-35kV),2000,25,3.94,11.0,0.797,37.5,69.8,0.839,2,0,0.717,29,25.75,2716.0,0.00543,49.8,High,9.7,4.0
INS-01624,2023-01-10,Bahrain,Industrial,MV (1-35kV),1996,29,1.62,11.0,1.0,37.7,73.2,0.805,0,1,0.772,1,25.19,3605.0,0.00894,47.7,High,9.3,1.68
INS-01625,2023-04-27,Bahrain,Industrial,EHV (>150kV),2004,21,2.64,220.0,0.873,39.6,69.3,0.565,1,2,0.902,3,24.31,3666.0,0.00525,55.1,Medium,10.7,9.34
INS-01626,2024-08-21,Bahrain,Power Transmission (HV),LV (<1kV),2006,19,44.98,0.4,0.947,29.5,45.2,0.685,0,2,0.74,28,12.31,3458.0,0.00597,62.0,Medium,9.8,24.23
INS-01627,2024-03-08,Bahrain,Power Distribution (MV),LV (<1kV),1999,26,4.67,0.4,0.805,34.2,77.6,1.0,1,1,0.733,13,17.22,3331.0,0.00792,52.8,Medium,9.5,2.55
INS-01628,2024-02-13,Bahrain,Power Transmission (HV),MV (1-35kV),2014,11,21.32,11.0,1.0,35.1,66.4,0.751,0,1,1.0,23,2.49,4401.0,0.00346,90.8,Low,14.3,16.74
INS-01629,2023-08-26,Bahrain,Construction/Building,HV (35-150kV),2009,16,2.71,66.0,0.81,43.0,62.3,0.697,2,1,0.955,9,20.2,4427.0,0.00604,70.0,Low,15.0,4.06
INS-01630,2024-10-20,Bahrain,Power Transmission (HV),HV (35-150kV),1994,31,42.96,66.0,0.883,37.3,56.7,0.785,0,2,0.824,31,26.89,3150.0,0.0086,39.3,High,6.2,102.24
INS-01631,2025-07-03,Bahrain,Telecommunications,LV (<1kV),2019,6,1.64,0.4,0.777,29.8,65.5,0.826,1,0,0.894,14,1.38,5447.0,0.00273,100.0,Low,15.0,0.66
INS-01632,2025-03-11,Bahrain,Power Distribution (MV),HV (35-150kV),1995,30,1.96,66.0,0.796,41.1,64.0,0.77,1,3,0.909,4,28.17,2050.0,0.00999,27.8,Critical,5.0,4.9
INS-01633,2025-07-31,Bahrain,Power Distribution (MV),MV (1-35kV),1998,27,4.51,11.0,1.0,41.3,67.6,0.766,0,3,0.851,6,22.34,3237.0,0.00807,41.3,High,7.4,5.1
INS-01634,2023-03-31,Bahrain,Industrial,HV (35-150kV),2005,20,1.06,66.0,0.806,41.1,85.5,0.711,2,3,0.83,30,28.26,3927.0,0.00723,46.3,High,9.0,2.23
INS-01635,2025-07-31,Bahrain,Industrial,LV (<1kV),2004,21,4.5,0.4,0.765,37.2,51.6,0.81,3,2,0.536,10,12.38,3835.0,0.00798,50.2,Medium,9.8,2.42
INS-01636,2023-04-16,Bahrain,Power Transmission (HV),HV (35-150kV),2013,12,30.42,66.0,0.794,35.9,43.2,0.822,1,1,0.772,35,8.74,4479.0,0.00378,82.4,Low,13.0,51.71
INS-01637,2025-04-28,Bahrain,Construction/Building,MV (1-35kV),2014,11,1.35,11.0,0.868,29.4,60.1,0.971,0,2,0.697,7,18.44,3791.0,0.00598,70.3,Low,15.0,1.01
INS-01638,2025-12-05,Bahrain,Power Transmission (HV),HV (35-150kV),2011,14,39.48,66.0,0.806,33.0,54.8,0.883,4,1,0.581,31,8.15,3751.0,0.00474,64.2,Medium,10.1,78.57
INS-01639,2024-11-30,Bahrain,Power Transmission (HV),HV (35-150kV),2010,15,11.96,66.0,0.957,29.4,45.9,0.885,1,0,0.862,3,12.9,4653.0,0.00391,82.2,Low,12.9,20.45
INS-01640,2024-07-17,Bahrain,Power Distribution (MV),MV (1-35kV),2008,17,6.98,11.0,0.805,41.9,63.6,0.707,0,2,0.88,1,12.21,4011.0,0.00384,71.8,Low,12.9,5.97
INS-01641,2024-11-29,Bahrain,Industrial,MV (1-35kV),2012,13,1.13,11.0,0.715,28.1,72.1,0.64,1,1,0.798,31,12.71,5407.0,0.00594,83.9,Low,15.0,0.85
INS-01642,2023-02-22,Bahrain,Power Transmission (HV),HV (35-150kV),2008,17,43.92,66.0,0.801,40.1,59.1,0.625,0,0,0.763,16,2.07,3207.0,0.00446,80.8,Low,12.7,75.98
INS-01643,2024-08-27,Bahrain,Power Distribution (MV),MV (1-35kV),2006,19,9.87,11.0,0.819,27.9,73.0,0.749,0,2,0.745,30,17.57,3473.0,0.00766,59.9,Medium,10.8,9.48
INS-01644,2023-09-22,Bahrain,Industrial,LV (<1kV),2006,19,4.26,0.4,0.755,42.1,74.0,0.617,1,3,0.991,2,32.64,4908.0,0.00775,55.9,Medium,10.9,2.17
INS-01645,2023-07-18,Bahrain,Power Distribution (MV),LV (<1kV),1994,31,6.48,0.4,0.865,34.2,80.5,0.714,1,7,0.51,24,44.84,2195.0,0.01177,0.0,Critical,0.5,5.1
INS-01646,2025-12-06,Bahrain,Telecommunications,LV (<1kV),2018,7,1.48,0.4,0.799,33.6,81.6,0.468,0,1,0.91,22,5.59,4831.0,0.00295,97.1,Low,15.0,0.59
INS-01647,2024-05-27,Bahrain,Power Distribution (MV),HV (35-150kV),1997,28,4.84,66.0,0.913,39.0,43.8,0.763,0,3,0.863,15,20.77,3520.0,0.00847,43.2,High,7.8,10.74
INS-01648,2024-11-14,Bahrain,Industrial,LV (<1kV),2006,19,1.64,0.4,0.743,38.0,56.6,0.812,1,1,0.913,35,11.92,4261.0,0.00658,72.5,Low,14.1,0.7
INS-01649,2025-09-09,Bahrain,Renewable Energy,LV (<1kV),2008,17,1.65,0.4,0.904,34.0,56.1,0.668,0,1,0.557,12,21.5,4712.0,0.00556,68.9,Medium,11.9,0.8
INS-01650,2023-01-24,Bahrain,Construction/Building,HV (35-150kV),2009,16,3.85,66.0,0.866,39.1,55.5,0.506,1,1,0.875,25,17.45,2684.0,0.00791,63.0,Medium,14.2,6.08
INS-01651,2025-05-22,Bahrain,Industrial,HV (35-150kV),2007,18,0.25,66.0,0.847,41.4,81.1,0.797,2,0,0.937,12,5.93,3793.0,0.00363,77.2,Low,15.0,0.38
INS-01652,2023-08-06,Bahrain,Construction/Building,MV (1-35kV),2006,19,0.46,11.0,0.804,36.4,54.6,0.676,1,2,0.865,7,20.7,4100.0,0.00779,60.4,Medium,13.6,0.38
INS-01653,2025-05-01,Bahrain,Power Distribution (MV),LV (<1kV),1993,32,2.04,0.4,0.876,29.7,51.8,0.772,1,6,0.855,32,39.78,3030.0,0.01402,5.9,Critical,1.1,1.57
INS-01654,2024-09-02,Bahrain,Renewable Energy,LV (<1kV),1999,26,1.64,0.4,1.0,44.0,54.1,0.857,1,5,0.714,8,41.56,2964.0,0.01234,14.4,Critical,2.5,1.2
INS-01655,2023-04-23,Bahrain,Industrial,LV (<1kV),2004,21,2.45,0.4,0.827,36.2,51.8,0.858,3,4,0.714,32,24.43,3436.0,0.0098,33.3,High,6.5,1.54
INS-01656,2023-09-15,Bahrain,Industrial,MV (1-35kV),1995,30,3.85,11.0,0.833,43.5,47.6,0.656,2,1,0.866,33,25.18,2319.0,0.00851,37.4,High,7.3,4.37
INS-01657,2024-02-04,Bahrain,Power Distribution (MV),MV (1-35kV),2005,20,1.93,11.0,0.952,43.1,77.0,0.768,1,0,0.984,21,14.26,3930.0,0.00594,72.8,Low,13.1,1.63
INS-01658,2025-11-01,Bahrain,Power Distribution (MV),MV (1-35kV),2009,16,1.51,11.0,0.769,37.0,60.0,0.562,2,2,0.968,8,13.15,4781.0,0.00571,71.1,Low,12.8,1.3
INS-01659,2023-03-16,Bahrain,Construction/Building,MV (1-35kV),2008,17,3.29,11.0,0.882,34.0,42.7,0.617,1,3,0.696,12,27.95,3982.0,0.00673,50.8,Medium,11.4,3.06
INS-01660,2023-03-20,Bahrain,Power Distribution (MV),LV (<1kV),2001,24,2.19,0.4,0.769,37.8,61.9,0.63,1,4,0.596,19,26.42,3371.0,0.01022,33.0,High,5.9,1.41
INS-01661,2024-08-12,Bahrain,Renewable Energy,HV (35-150kV),2007,18,2.58,66.0,0.78,23.7,58.0,0.642,0,0,0.506,5,11.86,3537.0,0.00392,73.0,Low,12.6,4.49
INS-01662,2025-05-10,Bahrain,Industrial,LV (<1kV),2017,8,1.69,0.4,0.949,31.9,56.2,0.793,0,3,1.0,20,7.51,5094.0,0.00803,83.6,Low,15.0,0.68
INS-01663,2024-03-14,Bahrain,Construction/Building,LV (<1kV),2010,15,3.71,0.4,0.73,38.4,64.9,0.727,1,2,0.547,27,8.62,4168.0,0.00575,68.6,Medium,15.0,1.48
INS-01664,2023-01-20,Bahrain,Power Distribution (MV),MV (1-35kV),2003,22,9.44,11.0,0.667,43.6,57.9,1.0,2,3,0.9,18,21.28,4859.0,0.00878,53.7,Medium,9.7,9.58
INS-01665,2025-01-15,Bahrain,Power Distribution (MV),MV (1-35kV),2015,10,7.83,11.0,0.762,33.6,69.6,0.69,1,0,0.916,34,7.29,4263.0,0.00224,92.7,Low,15.0,5.87
INS-01666,2025-10-20,Bahrain,Renewable Energy,HV (35-150kV),2009,16,1.43,66.0,0.863,36.0,49.4,0.672,0,1,0.749,28,12.95,5419.0,0.0071,80.5,Low,13.9,2.3
INS-01667,2024-01-13,Bahrain,Industrial,MV (1-35kV),2010,15,3.47,11.0,0.79,35.4,55.1,0.838,0,0,0.8,20,16.18,3477.0,0.00406,78.4,Low,15.0,2.6
INS-01668,2025-09-12,Bahrain,Power Distribution (MV),MV (1-35kV),2023,2,4.09,11.0,0.78,42.3,59.6,0.879,2,0,0.527,15,3.01,5387.0,0.00168,100.0,Low,15.0,3.07
INS-01669,2024-08-27,Bahrain,Renewable Energy,HV (35-150kV),2000,25,3.88,66.0,0.855,33.4,47.1,0.774,0,2,0.837,16,28.41,3608.0,0.00885,48.4,High,8.3,8.42
INS-01670,2023-05-31,Bahrain,Renewable Energy,MV (1-35kV),2014,11,2.83,11.0,0.815,30.3,66.7,0.942,4,1,0.757,16,6.3,4699.0,0.00354,76.6,Low,13.2,2.38
INS-01671,2025-12-04,Bahrain,Telecommunications,HV (35-150kV),2008,17,0.5,66.0,1.0,30.4,39.0,0.695,1,3,0.697,7,18.45,3754.0,0.00761,52.8,Medium,11.1,0.94
INS-01672,2024-01-25,Bahrain,Power Transmission (HV),MV (1-35kV),2005,20,5.26,11.0,0.568,34.8,51.4,0.9,5,1,0.661,22,16.89,2830.0,0.00439,48.7,High,7.7,5.86
INS-01673,2023-06-22,Bahrain,Telecommunications,MV (1-35kV),2018,7,2.5,11.0,0.936,44.9,63.0,0.716,1,0,0.669,8,6.27,4398.0,0.00378,91.2,Low,15.0,1.88
INS-01674,2025-07-30,Bahrain,Industrial,MV (1-35kV),2001,24,3.49,11.0,0.738,28.9,78.0,0.628,0,0,1.0,27,7.65,3577.0,0.00678,74.5,Low,14.5,2.7
INS-01675,2025-09-19,Bahrain,Construction/Building,LV (<1kV),1995,30,1.87,0.4,0.831,29.1,71.8,0.715,0,3,0.901,20,24.26,3826.0,0.00901,41.7,High,9.4,1.03
INS-01676,2024-10-14,Bahrain,Industrial,MV (1-35kV),1997,28,3.33,11.0,0.895,36.7,38.7,0.682,1,2,0.563,29,23.94,2959.0,0.00721,37.1,High,7.2,3.8
INS-01677,2024-08-06,Bahrain,Power Distribution (MV),MV (1-35kV),1997,28,3.76,11.0,0.514,32.9,44.2,0.944,3,1,0.442,2,25.38,3264.0,0.00994,37.6,High,6.8,4.36
INS-01678,2024-01-02,Bahrain,Industrial,EHV (>150kV),2015,10,2.22,220.0,0.9,31.8,55.1,0.711,0,2,0.79,12,6.0,4818.0,0.00411,84.9,Low,15.0,6.1
INS-01679,2023-07-15,Bahrain,Telecommunications,LV (<1kV),2012,13,2.85,0.4,0.912,41.3,55.9,0.627,1,2,0.794,14,13.08,3442.0,0.00619,66.8,Medium,14.0,1.22
INS-01680,2023-01-08,Bahrain,Renewable Energy,LV (<1kV),2008,17,0.97,0.4,0.725,32.4,62.4,0.691,0,2,0.661,23,17.89,3761.0,0.0058,64.2,Medium,11.1,0.49
INS-01681,2025-02-10,Bahrain,Renewable Energy,EHV (>150kV),1995,30,0.16,220.0,0.729,26.9,56.8,0.661,1,1,0.822,1,28.74,3428.0,0.00834,44.6,High,7.7,0.65
INS-01682,2023-07-10,Bahrain,Power Distribution (MV),LV (<1kV),2014,11,9.14,0.4,0.997,43.6,77.9,0.732,1,0,0.777,34,5.21,4285.0,0.00168,88.5,Low,15.0,3.66
INS-01683,2024-04-05,Bahrain,Power Distribution (MV),HV (35-150kV),2014,11,8.58,66.0,0.723,33.7,55.9,0.739,1,0,0.634,23,6.87,3611.0,0.00334,84.0,Low,15.0,12.87
INS-01684,2025-12-05,Bahrain,Power Transmission (HV),LV (<1kV),2010,15,17.54,0.4,0.914,39.4,78.6,0.866,0,4,0.811,15,21.04,4314.0,0.00882,56.7,Medium,8.9,9.87
INS-01685,2023-08-03,Bahrain,Industrial,EHV (>150kV),2006,19,2.8,220.0,0.802,42.1,64.4,0.777,1,3,0.512,33,34.01,5072.0,0.00904,47.7,High,9.3,10.63
INS-01686,2023-02-04,Bahrain,Construction/Building,MV (1-35kV),2006,19,3.16,11.0,0.809,37.7,80.9,0.653,1,1,0.62,7,12.24,3049.0,0.00649,61.3,Medium,13.8,2.56
INS-01687,2025-01-31,Bahrain,Power Transmission (HV),LV (<1kV),2021,4,41.15,0.4,0.916,40.2,52.6,0.62,0,0,0.922,19,1.25,4900.0,0.00324,100.0,Low,15.0,16.46
INS-01688,2023-06-16,Bahrain,Power Transmission (HV),HV (35-150kV),2006,19,46.11,66.0,0.897,27.8,58.1,0.966,2,1,0.71,28,11.9,3769.0,0.00312,64.2,Medium,10.1,91.76
INS-01689,2025-12-24,Bahrain,Telecommunications,HV (35-150kV),1993,32,2.07,66.0,0.945,38.3,58.2,0.849,2,2,1.0,4,28.52,3518.0,0.00987,34.5,High,7.2,4.72
INS-01690,2024-04-26,Bahrain,Telecommunications,LV (<1kV),2011,14,4.53,0.4,0.905,33.8,40.0,0.851,2,0,0.794,4,5.2,4268.0,0.00402,81.8,Low,15.0,1.81
INS-01691,2024-05-17,Bahrain,Power Distribution (MV),LV (<1kV),2014,11,9.98,0.4,0.769,38.2,73.6,0.763,0,0,1.0,1,4.35,4351.0,0.00432,96.5,Low,15.0,3.99
INS-01692,2025-06-08,Bahrain,Power Distribution (MV),MV (1-35kV),2006,19,3.55,11.0,0.793,27.9,46.9,0.702,0,1,0.583,30,21.51,4753.0,0.00676,67.6,Medium,12.2,3.16
INS-01693,2024-07-14,Bahrain,Renewable Energy,LV (<1kV),2002,23,2.83,0.4,0.851,27.5,58.8,0.738,1,2,0.544,8,25.48,3630.0,0.00863,45.1,High,7.8,1.68
INS-01694,2025-08-10,Bahrain,Power Distribution (MV),MV (1-35kV),2003,22,1.03,11.0,0.948,38.4,65.8,0.632,0,1,0.737,10,18.85,3977.0,0.0059,62.7,Medium,11.3,0.96
INS-01695,2024-08-02,Bahrain,Power Distribution (MV),MV (1-35kV),2004,21,2.35,11.0,0.66,40.0,66.8,0.815,1,4,0.79,22,19.47,4149.0,0.01099,47.6,High,8.6,2.51
INS-01696,2024-10-26,Bahrain,Construction/Building,MV (1-35kV),2008,17,0.67,11.0,1.0,40.2,39.9,0.983,4,1,1.0,2,6.18,4794.0,0.00597,70.5,Low,15.0,0.5
INS-01697,2023-08-08,Bahrain,Power Distribution (MV),MV (1-35kV),2012,13,9.21,11.0,0.793,33.9,57.5,0.507,0,2,0.721,14,23.62,4371.0,0.00762,68.5,Medium,12.3,8.15
INS-01698,2025-02-10,Bahrain,Renewable Energy,MV (1-35kV),1994,31,3.16,11.0,0.904,32.6,75.6,0.874,3,1,0.931,25,22.48,3379.0,0.00837,40.2,High,6.9,3.65
INS-01699,2023-12-11,Bahrain,Telecommunications,MV (1-35kV),2013,12,1.18,11.0,1.0,26.5,61.8,0.927,2,1,0.902,16,0.0,3788.0,0.00508,79.5,Low,15.0,0.88
INS-01700,2024-10-09,Bahrain,Telecommunications,HV (35-150kV),2001,24,4.27,66.0,1.0,38.6,66.6,0.662,0,2,0.866,27,19.23,3549.0,0.00836,53.1,Medium,11.2,8.03
INS-01701,2024-05-31,Bahrain,Telecommunications,LV (<1kV),2004,21,4.92,0.4,0.772,36.0,47.8,0.851,3,4,0.88,1,19.0,4103.0,0.00853,43.0,High,9.0,2.76
INS-01702,2025-02-03,Bahrain,Construction/Building,LV (<1kV),2011,14,2.76,0.4,0.945,30.3,65.0,0.943,1,1,0.663,16,14.29,3593.0,0.00313,70.0,Low,15.0,1.1
INS-01703,2024-01-06,Bahrain,Telecommunications,MV (1-35kV),1995,30,2.3,11.0,0.898,37.0,57.7,0.87,0,3,0.722,17,28.06,2504.0,0.00951,29.6,Critical,6.2,2.74
INS-01704,2024-06-22,Bahrain,Telecommunications,MV (1-35kV),2011,14,4.84,11.0,0.926,34.5,52.1,0.589,0,2,0.797,21,21.52,4871.0,0.0062,71.4,Low,15.0,3.63
INS-01705,2024-07-28,Bahrain,Industrial,LV (<1kV),2011,14,4.7,0.4,0.919,37.6,58.3,0.829,1,0,0.845,20,0.0,3732.0,0.00409,85.3,Low,15.0,1.88
INS-01706,2024-09-29,Bahrain,Construction/Building,MV (1-35kV),2011,14,3.19,11.0,0.788,31.1,63.0,0.784,2,2,0.634,4,14.13,5099.0,0.00655,69.0,Medium,15.0,2.39
INS-01707,2023-11-01,Bahrain,Telecommunications,EHV (>150kV),1997,28,2.73,220.0,0.756,35.5,58.9,0.691,0,3,0.61,18,26.41,2747.0,0.0091,34.0,High,7.1,11.46
INS-01708,2023-10-07,Bahrain,Power Transmission (HV),LV (<1kV),2010,15,21.23,0.4,0.569,34.6,50.3,0.646,1,3,0.891,24,15.13,4668.0,0.0056,69.6,Medium,11.0,10.76
INS-01709,2023-04-16,Bahrain,Industrial,EHV (>150kV),2002,23,1.5,220.0,0.789,43.3,58.2,0.675,0,3,0.714,7,21.54,2667.0,0.00738,44.1,High,8.6,5.89
INS-01710,2024-08-13,Bahrain,Power Distribution (MV),HV (35-150kV),1986,39,2.83,66.0,0.913,38.7,64.3,0.702,0,7,0.979,11,46.08,2112.0,0.01488,0.0,Critical,0.5,8.35
INS-01711,2023-05-09,Bahrain,Power Transmission (HV),MV (1-35kV),2004,21,32.38,11.0,0.802,31.1,73.0,0.677,0,2,0.791,25,29.26,3690.0,0.00529,54.8,Medium,8.6,34.65
INS-01712,2024-06-01,Bahrain,Construction/Building,EHV (>150kV),2010,15,4.46,220.0,0.826,33.9,77.8,0.682,0,3,0.759,1,12.18,4720.0,0.00554,69.9,Medium,15.0,12.26
INS-01713,2025-06-13,Bahrain,Industrial,MV (1-35kV),2007,18,2.8,11.0,0.887,26.6,51.7,0.732,1,2,0.804,3,22.78,3656.0,0.00566,57.6,Medium,11.2,2.63
INS-01714,2023-04-01,Bahrain,Industrial,MV (1-35kV),2008,17,4.69,11.0,0.837,35.1,56.1,0.818,1,2,0.968,3,17.12,4916.0,0.00676,70.4,Low,13.7,3.82
INS-01715,2024-08-10,Bahrain,Industrial,LV (<1kV),2009,16,0.45,0.4,0.722,31.0,42.7,0.717,0,2,0.583,34,22.37,3463.0,0.00658,60.2,Medium,11.7,0.22
INS-01716,2023-07-06,Bahrain,Telecommunications,EHV (>150kV),2013,12,0.28,220.0,0.812,34.1,62.4,0.846,1,1,0.961,13,4.36,4385.0,0.0067,85.3,Low,15.0,0.77
INS-01717,2024-08-23,Bahrain,Industrial,MV (1-35kV),2006,19,1.15,11.0,0.757,35.6,49.9,0.791,1,3,0.921,3,20.7,4054.0,0.00905,55.8,Medium,10.9,1.1
INS-01718,2025-02-09,Bahrain,Industrial,MV (1-35kV),2018,7,3.2,11.0,0.953,28.0,69.4,0.798,1,0,0.748,28,0.4,4385.0,0.00218,95.9,Low,15.0,2.4
INS-01719,2023-12-21,Bahrain,Renewable Energy,MV (1-35kV),2010,15,3.69,11.0,0.84,29.3,47.2,0.775,4,2,0.82,4,15.28,3441.0,0.00474,56.1,Medium,9.7,3.75
INS-01720,2023-08-17,Bahrain,Power Distribution (MV),EHV (>150kV),2005,20,8.99,220.0,0.939,37.0,62.7,0.703,0,2,0.71,15,28.84,3697.0,0.00448,54.1,Medium,9.7,33.46
INS-01721,2023-01-05,Bahrain,Construction/Building,LV (<1kV),1996,29,1.59,0.4,0.836,35.9,54.6,0.549,0,3,0.584,27,23.81,2884.0,0.00972,33.3,High,7.5,0.95
INS-01722,2025-03-22,Bahrain,Renewable Energy,EHV (>150kV),2008,17,4.23,220.0,0.956,36.3,40.4,0.84,3,0,0.889,8,15.55,3770.0,0.00332,68.8,Medium,11.9,14.04
INS-01723,2025-05-11,Bahrain,Power Distribution (MV),LV (<1kV),2007,18,4.07,0.4,0.828,39.5,54.6,0.838,2,1,0.874,12,9.55,4044.0,0.0054,70.0,Low,12.6,1.89
INS-01724,2025-12-16,Bahrain,Construction/Building,LV (<1kV),2012,13,1.0,0.4,0.865,30.0,49.9,0.714,0,1,0.793,9,11.32,3850.0,0.00522,78.6,Low,15.0,0.4
INS-01725,2025-11-16,Bahrain,Power Distribution (MV),HV (35-150kV),1993,32,6.11,66.0,1.0,38.3,54.6,0.938,2,2,0.758,28,29.81,2211.0,0.00973,23.3,Critical,4.2,15.76
INS-01726,2025-03-31,Bahrain,Renewable Energy,MV (1-35kV),1998,27,0.9,11.0,0.935,26.6,66.1,0.951,2,2,0.908,25,22.03,3331.0,0.00878,42.1,High,7.3,1.02
INS-01727,2025-09-24,Bahrain,Power Distribution (MV),MV (1-35kV),2002,23,3.38,11.0,0.802,35.9,58.4,0.799,0,1,0.787,26,25.34,3279.0,0.00746,56.2,Medium,10.1,3.36
INS-01728,2025-02-06,Bahrain,Construction/Building,LV (<1kV),2015,10,0.77,0.4,1.0,33.2,70.6,0.781,0,1,0.705,22,7.95,4377.0,0.00343,84.8,Low,15.0,0.31
INS-01729,2023-02-21,Bahrain,Power Transmission (HV),HV (35-150kV),1984,41,21.38,66.0,0.777,43.8,59.7,0.696,0,7,1.0,23,42.01,2578.0,0.01502,0.0,Critical,0.5,63.07
INS-01730,2025-07-05,Bahrain,Power Distribution (MV),MV (1-35kV),2006,19,4.47,11.0,0.712,31.8,59.8,0.542,0,2,0.6,15,22.44,3079.0,0.007,54.8,Medium,9.9,4.49
INS-01731,2025-08-11,Bahrain,Industrial,EHV (>150kV),2002,23,3.05,220.0,0.893,28.7,70.4,0.729,0,1,0.7,27,19.34,3464.0,0.00675,58.2,Medium,11.3,10.46
INS-01732,2025-05-07,Bahrain,Industrial,LV (<1kV),1986,39,3.8,0.4,0.931,34.2,68.8,0.946,0,6,0.901,13,44.53,1901.0,0.01579,0.0,Critical,0.5,2.99
